"block","root_kind","family","tau","fit_size","prior_semantics","model","inference","method","root_id","original_scenario_key","original_case_key","baseline_signoff_path","baseline_fit_path"
"static_shrink","static_shrink","gausmix","0p05",100,"ridge","al","vb","vb::al","root__static_shrink__gausmix__tau_0p05__tt_100__ridge","static_shrink::gausmix::0p05::100::ridge","static_shrink::gausmix::0p05::100::ridge::al::vb","/home/jaguir26/local/src/exdqlm__wt__dqlm-conjugacy-cavi-gibbs/results/function_testing_20260309_static_shrinkage_family_qspec/gausmix/tau_0p05/fit_input_subsample_tt100_x01_sorted/validation_shrink_ridge_tt100/tables/method_signoff_long.csv","/home/jaguir26/local/src/exdqlm__wt__dqlm-conjugacy-cavi-gibbs/results/function_testing_20260309_static_shrinkage_family_qspec/gausmix/tau_0p05/fit_input_subsample_tt100_x01_sorted/validation_shrink_ridge_tt100/fits/vb/vb_al_tau_0p05_fit.rds"
"static_shrink","static_shrink","gausmix","0p05",100,"ridge","exal","vb","vb::exal","root__static_shrink__gausmix__tau_0p05__tt_100__ridge","static_shrink::gausmix::0p05::100::ridge","static_shrink::gausmix::0p05::100::ridge::exal::vb","/home/jaguir26/local/src/exdqlm__wt__dqlm-conjugacy-cavi-gibbs/results/function_testing_20260309_static_shrinkage_family_qspec/gausmix/tau_0p05/fit_input_subsample_tt100_x01_sorted/validation_shrink_ridge_tt100/tables/method_signoff_long.csv","/home/jaguir26/local/src/exdqlm__wt__dqlm-conjugacy-cavi-gibbs/results/function_testing_20260309_static_shrinkage_family_qspec/gausmix/tau_0p05/fit_input_subsample_tt100_x01_sorted/validation_shrink_ridge_tt100/fits/vb/vb_exal_tau_0p05_fit.rds"
"static_shrink","static_shrink","gausmix","0p05",1000,"rhs","al","vb","vb::al","root__static_shrink__gausmix__tau_0p05__tt_1000__rhs","static_shrink::gausmix::0p05::1000::rhs","static_shrink::gausmix::0p05::1000::rhs::al::vb","/home/jaguir26/local/src/exdqlm__wt__dqlm-conjugacy-cavi-gibbs/results/function_testing_20260309_static_shrinkage_family_qspec/gausmix/tau_0p05/fit_input_subsample_tt1000_x01_sorted/validation_shrink_rhs_tt1000/tables/method_signoff_long.csv","/home/jaguir26/local/src/exdqlm__wt__dqlm-conjugacy-cavi-gibbs/results/function_testing_20260309_static_shrinkage_family_qspec/gausmix/tau_0p05/fit_input_subsample_tt1000_x01_sorted/validation_shrink_rhs_tt1000/fits/vb/vb_al_tau_0p05_fit.rds"
"static_shrink","static_shrink","gausmix","0p05",1000,"rhs","exal","vb","vb::exal","root__static_shrink__gausmix__tau_0p05__tt_1000__rhs","static_shrink::gausmix::0p05::1000::rhs","static_shrink::gausmix::0p05::1000::rhs::exal::vb","/home/jaguir26/local/src/exdqlm__wt__dqlm-conjugacy-cavi-gibbs/results/function_testing_20260309_static_shrinkage_family_qspec/gausmix/tau_0p05/fit_input_subsample_tt1000_x01_sorted/validation_shrink_rhs_tt1000/tables/method_signoff_long.csv","/home/jaguir26/local/src/exdqlm__wt__dqlm-conjugacy-cavi-gibbs/results/function_testing_20260309_static_shrinkage_family_qspec/gausmix/tau_0p05/fit_input_subsample_tt1000_x01_sorted/validation_shrink_rhs_tt1000/fits/vb/vb_exal_tau_0p05_fit.rds"
"static_shrink","static_shrink","gausmix","0p05",1000,"ridge","al","vb","vb::al","root__static_shrink__gausmix__tau_0p05__tt_1000__ridge","static_shrink::gausmix::0p05::1000::ridge","static_shrink::gausmix::0p05::1000::ridge::al::vb","/home/jaguir26/local/src/exdqlm__wt__dqlm-conjugacy-cavi-gibbs/results/function_testing_20260309_static_shrinkage_family_qspec/gausmix/tau_0p05/fit_input_subsample_tt1000_x01_sorted/validation_shrink_ridge_tt1000/tables/method_signoff_long.csv","/home/jaguir26/local/src/exdqlm__wt__dqlm-conjugacy-cavi-gibbs/results/function_testing_20260309_static_shrinkage_family_qspec/gausmix/tau_0p05/fit_input_subsample_tt1000_x01_sorted/validation_shrink_ridge_tt1000/fits/vb/vb_al_tau_0p05_fit.rds"
"static_shrink","static_shrink","gausmix","0p05",1000,"ridge","exal","vb","vb::exal","root__static_shrink__gausmix__tau_0p05__tt_1000__ridge","static_shrink::gausmix::0p05::1000::ridge","static_shrink::gausmix::0p05::1000::ridge::exal::vb","/home/jaguir26/local/src/exdqlm__wt__dqlm-conjugacy-cavi-gibbs/results/function_testing_20260309_static_shrinkage_family_qspec/gausmix/tau_0p05/fit_input_subsample_tt1000_x01_sorted/validation_shrink_ridge_tt1000/tables/method_signoff_long.csv","/home/jaguir26/local/src/exdqlm__wt__dqlm-conjugacy-cavi-gibbs/results/function_testing_20260309_static_shrinkage_family_qspec/gausmix/tau_0p05/fit_input_subsample_tt1000_x01_sorted/validation_shrink_ridge_tt1000/fits/vb/vb_exal_tau_0p05_fit.rds"
"static_shrink","static_shrink","gausmix","0p25",100,"rhs","al","vb","vb::al","root__static_shrink__gausmix__tau_0p25__tt_100__rhs","static_shrink::gausmix::0p25::100::rhs","static_shrink::gausmix::0p25::100::rhs::al::vb","/home/jaguir26/local/src/exdqlm__wt__dqlm-conjugacy-cavi-gibbs/results/function_testing_20260309_static_shrinkage_family_qspec/gausmix/tau_0p25/fit_input_subsample_tt100_x01_sorted/validation_shrink_rhs_tt100/tables/method_signoff_long.csv","/home/jaguir26/local/src/exdqlm__wt__dqlm-conjugacy-cavi-gibbs/results/function_testing_20260309_static_shrinkage_family_qspec/gausmix/tau_0p25/fit_input_subsample_tt100_x01_sorted/validation_shrink_rhs_tt100/fits/vb/vb_al_tau_0p25_fit.rds"
"static_shrink","static_shrink","gausmix","0p25",100,"rhs","exal","vb","vb::exal","root__static_shrink__gausmix__tau_0p25__tt_100__rhs","static_shrink::gausmix::0p25::100::rhs","static_shrink::gausmix::0p25::100::rhs::exal::vb","/home/jaguir26/local/src/exdqlm__wt__dqlm-conjugacy-cavi-gibbs/results/function_testing_20260309_static_shrinkage_family_qspec/gausmix/tau_0p25/fit_input_subsample_tt100_x01_sorted/validation_shrink_rhs_tt100/tables/method_signoff_long.csv","/home/jaguir26/local/src/exdqlm__wt__dqlm-conjugacy-cavi-gibbs/results/function_testing_20260309_static_shrinkage_family_qspec/gausmix/tau_0p25/fit_input_subsample_tt100_x01_sorted/validation_shrink_rhs_tt100/fits/vb/vb_exal_tau_0p25_fit.rds"
"static_shrink","static_shrink","gausmix","0p25",100,"ridge","al","vb","vb::al","root__static_shrink__gausmix__tau_0p25__tt_100__ridge","static_shrink::gausmix::0p25::100::ridge","static_shrink::gausmix::0p25::100::ridge::al::vb","/home/jaguir26/local/src/exdqlm__wt__dqlm-conjugacy-cavi-gibbs/results/function_testing_20260309_static_shrinkage_family_qspec/gausmix/tau_0p25/fit_input_subsample_tt100_x01_sorted/validation_shrink_ridge_tt100/tables/method_signoff_long.csv","/home/jaguir26/local/src/exdqlm__wt__dqlm-conjugacy-cavi-gibbs/results/function_testing_20260309_static_shrinkage_family_qspec/gausmix/tau_0p25/fit_input_subsample_tt100_x01_sorted/validation_shrink_ridge_tt100/fits/vb/vb_al_tau_0p25_fit.rds"
"static_shrink","static_shrink","gausmix","0p25",100,"ridge","exal","vb","vb::exal","root__static_shrink__gausmix__tau_0p25__tt_100__ridge","static_shrink::gausmix::0p25::100::ridge","static_shrink::gausmix::0p25::100::ridge::exal::vb","/home/jaguir26/local/src/exdqlm__wt__dqlm-conjugacy-cavi-gibbs/results/function_testing_20260309_static_shrinkage_family_qspec/gausmix/tau_0p25/fit_input_subsample_tt100_x01_sorted/validation_shrink_ridge_tt100/tables/method_signoff_long.csv","/home/jaguir26/local/src/exdqlm__wt__dqlm-conjugacy-cavi-gibbs/results/function_testing_20260309_static_shrinkage_family_qspec/gausmix/tau_0p25/fit_input_subsample_tt100_x01_sorted/validation_shrink_ridge_tt100/fits/vb/vb_exal_tau_0p25_fit.rds"
"static_shrink","static_shrink","gausmix","0p25",1000,"rhs","al","vb","vb::al","root__static_shrink__gausmix__tau_0p25__tt_1000__rhs","static_shrink::gausmix::0p25::1000::rhs","static_shrink::gausmix::0p25::1000::rhs::al::vb","/home/jaguir26/local/src/exdqlm__wt__dqlm-conjugacy-cavi-gibbs/results/function_testing_20260309_static_shrinkage_family_qspec/gausmix/tau_0p25/fit_input_subsample_tt1000_x01_sorted/validation_shrink_rhs_tt1000/tables/method_signoff_long.csv","/home/jaguir26/local/src/exdqlm__wt__dqlm-conjugacy-cavi-gibbs/results/function_testing_20260309_static_shrinkage_family_qspec/gausmix/tau_0p25/fit_input_subsample_tt1000_x01_sorted/validation_shrink_rhs_tt1000/fits/vb/vb_al_tau_0p25_fit.rds"
"static_shrink","static_shrink","gausmix","0p25",1000,"rhs","exal","vb","vb::exal","root__static_shrink__gausmix__tau_0p25__tt_1000__rhs","static_shrink::gausmix::0p25::1000::rhs","static_shrink::gausmix::0p25::1000::rhs::exal::vb","/home/jaguir26/local/src/exdqlm__wt__dqlm-conjugacy-cavi-gibbs/results/function_testing_20260309_static_shrinkage_family_qspec/gausmix/tau_0p25/fit_input_subsample_tt1000_x01_sorted/validation_shrink_rhs_tt1000/tables/method_signoff_long.csv","/home/jaguir26/local/src/exdqlm__wt__dqlm-conjugacy-cavi-gibbs/results/function_testing_20260309_static_shrinkage_family_qspec/gausmix/tau_0p25/fit_input_subsample_tt1000_x01_sorted/validation_shrink_rhs_tt1000/fits/vb/vb_exal_tau_0p25_fit.rds"
"static_shrink","static_shrink","gausmix","0p25",1000,"ridge","al","vb","vb::al","root__static_shrink__gausmix__tau_0p25__tt_1000__ridge","static_shrink::gausmix::0p25::1000::ridge","static_shrink::gausmix::0p25::1000::ridge::al::vb","/home/jaguir26/local/src/exdqlm__wt__dqlm-conjugacy-cavi-gibbs/results/function_testing_20260309_static_shrinkage_family_qspec/gausmix/tau_0p25/fit_input_subsample_tt1000_x01_sorted/validation_shrink_ridge_tt1000/tables/method_signoff_long.csv","/home/jaguir26/local/src/exdqlm__wt__dqlm-conjugacy-cavi-gibbs/results/function_testing_20260309_static_shrinkage_family_qspec/gausmix/tau_0p25/fit_input_subsample_tt1000_x01_sorted/validation_shrink_ridge_tt1000/fits/vb/vb_al_tau_0p25_fit.rds"
"static_shrink","static_shrink","gausmix","0p25",1000,"ridge","exal","vb","vb::exal","root__static_shrink__gausmix__tau_0p25__tt_1000__ridge","static_shrink::gausmix::0p25::1000::ridge","static_shrink::gausmix::0p25::1000::ridge::exal::vb","/home/jaguir26/local/src/exdqlm__wt__dqlm-conjugacy-cavi-gibbs/results/function_testing_20260309_static_shrinkage_family_qspec/gausmix/tau_0p25/fit_input_subsample_tt1000_x01_sorted/validation_shrink_ridge_tt1000/tables/method_signoff_long.csv","/home/jaguir26/local/src/exdqlm__wt__dqlm-conjugacy-cavi-gibbs/results/function_testing_20260309_static_shrinkage_family_qspec/gausmix/tau_0p25/fit_input_subsample_tt1000_x01_sorted/validation_shrink_ridge_tt1000/fits/vb/vb_exal_tau_0p25_fit.rds"
"static_shrink","static_shrink","gausmix","0p95",100,"rhs","al","vb","vb::al","root__static_shrink__gausmix__tau_0p95__tt_100__rhs","static_shrink::gausmix::0p95::100::rhs","static_shrink::gausmix::0p95::100::rhs::al::vb","/home/jaguir26/local/src/exdqlm__wt__dqlm-conjugacy-cavi-gibbs/results/function_testing_20260309_static_shrinkage_family_qspec/gausmix/tau_0p95/fit_input_subsample_tt100_x01_sorted/validation_shrink_rhs_tt100/tables/method_signoff_long.csv","/home/jaguir26/local/src/exdqlm__wt__dqlm-conjugacy-cavi-gibbs/results/function_testing_20260309_static_shrinkage_family_qspec/gausmix/tau_0p95/fit_input_subsample_tt100_x01_sorted/validation_shrink_rhs_tt100/fits/vb/vb_al_tau_0p95_fit.rds"
"static_shrink","static_shrink","gausmix","0p95",100,"rhs","exal","vb","vb::exal","root__static_shrink__gausmix__tau_0p95__tt_100__rhs","static_shrink::gausmix::0p95::100::rhs","static_shrink::gausmix::0p95::100::rhs::exal::vb","/home/jaguir26/local/src/exdqlm__wt__dqlm-conjugacy-cavi-gibbs/results/function_testing_20260309_static_shrinkage_family_qspec/gausmix/tau_0p95/fit_input_subsample_tt100_x01_sorted/validation_shrink_rhs_tt100/tables/method_signoff_long.csv","/home/jaguir26/local/src/exdqlm__wt__dqlm-conjugacy-cavi-gibbs/results/function_testing_20260309_static_shrinkage_family_qspec/gausmix/tau_0p95/fit_input_subsample_tt100_x01_sorted/validation_shrink_rhs_tt100/fits/vb/vb_exal_tau_0p95_fit.rds"
"static_shrink","static_shrink","gausmix","0p95",100,"ridge","al","vb","vb::al","root__static_shrink__gausmix__tau_0p95__tt_100__ridge","static_shrink::gausmix::0p95::100::ridge","static_shrink::gausmix::0p95::100::ridge::al::vb","/home/jaguir26/local/src/exdqlm__wt__dqlm-conjugacy-cavi-gibbs/results/function_testing_20260309_static_shrinkage_family_qspec/gausmix/tau_0p95/fit_input_subsample_tt100_x01_sorted/validation_shrink_ridge_tt100/tables/method_signoff_long.csv","/home/jaguir26/local/src/exdqlm__wt__dqlm-conjugacy-cavi-gibbs/results/function_testing_20260309_static_shrinkage_family_qspec/gausmix/tau_0p95/fit_input_subsample_tt100_x01_sorted/validation_shrink_ridge_tt100/fits/vb/vb_al_tau_0p95_fit.rds"
"static_shrink","static_shrink","gausmix","0p95",100,"ridge","exal","vb","vb::exal","root__static_shrink__gausmix__tau_0p95__tt_100__ridge","static_shrink::gausmix::0p95::100::ridge","static_shrink::gausmix::0p95::100::ridge::exal::vb","/home/jaguir26/local/src/exdqlm__wt__dqlm-conjugacy-cavi-gibbs/results/function_testing_20260309_static_shrinkage_family_qspec/gausmix/tau_0p95/fit_input_subsample_tt100_x01_sorted/validation_shrink_ridge_tt100/tables/method_signoff_long.csv","/home/jaguir26/local/src/exdqlm__wt__dqlm-conjugacy-cavi-gibbs/results/function_testing_20260309_static_shrinkage_family_qspec/gausmix/tau_0p95/fit_input_subsample_tt100_x01_sorted/validation_shrink_ridge_tt100/fits/vb/vb_exal_tau_0p95_fit.rds"
"static_shrink","static_shrink","gausmix","0p95",1000,"rhs","al","vb","vb::al","root__static_shrink__gausmix__tau_0p95__tt_1000__rhs","static_shrink::gausmix::0p95::1000::rhs","static_shrink::gausmix::0p95::1000::rhs::al::vb","/home/jaguir26/local/src/exdqlm__wt__dqlm-conjugacy-cavi-gibbs/results/function_testing_20260309_static_shrinkage_family_qspec/gausmix/tau_0p95/fit_input_subsample_tt1000_x01_sorted/validation_shrink_rhs_tt1000/tables/method_signoff_long.csv","/home/jaguir26/local/src/exdqlm__wt__dqlm-conjugacy-cavi-gibbs/results/function_testing_20260309_static_shrinkage_family_qspec/gausmix/tau_0p95/fit_input_subsample_tt1000_x01_sorted/validation_shrink_rhs_tt1000/fits/vb/vb_al_tau_0p95_fit.rds"
"static_shrink","static_shrink","gausmix","0p95",1000,"rhs","exal","vb","vb::exal","root__static_shrink__gausmix__tau_0p95__tt_1000__rhs","static_shrink::gausmix::0p95::1000::rhs","static_shrink::gausmix::0p95::1000::rhs::exal::vb","/home/jaguir26/local/src/exdqlm__wt__dqlm-conjugacy-cavi-gibbs/results/function_testing_20260309_static_shrinkage_family_qspec/gausmix/tau_0p95/fit_input_subsample_tt1000_x01_sorted/validation_shrink_rhs_tt1000/tables/method_signoff_long.csv","/home/jaguir26/local/src/exdqlm__wt__dqlm-conjugacy-cavi-gibbs/results/function_testing_20260309_static_shrinkage_family_qspec/gausmix/tau_0p95/fit_input_subsample_tt1000_x01_sorted/validation_shrink_rhs_tt1000/fits/vb/vb_exal_tau_0p95_fit.rds"
"static_shrink","static_shrink","gausmix","0p95",1000,"ridge","al","vb","vb::al","root__static_shrink__gausmix__tau_0p95__tt_1000__ridge","static_shrink::gausmix::0p95::1000::ridge","static_shrink::gausmix::0p95::1000::ridge::al::vb","/home/jaguir26/local/src/exdqlm__wt__dqlm-conjugacy-cavi-gibbs/results/function_testing_20260309_static_shrinkage_family_qspec/gausmix/tau_0p95/fit_input_subsample_tt1000_x01_sorted/validation_shrink_ridge_tt1000/tables/method_signoff_long.csv","/home/jaguir26/local/src/exdqlm__wt__dqlm-conjugacy-cavi-gibbs/results/function_testing_20260309_static_shrinkage_family_qspec/gausmix/tau_0p95/fit_input_subsample_tt1000_x01_sorted/validation_shrink_ridge_tt1000/fits/vb/vb_al_tau_0p95_fit.rds"
"static_shrink","static_shrink","gausmix","0p95",1000,"ridge","exal","vb","vb::exal","root__static_shrink__gausmix__tau_0p95__tt_1000__ridge","static_shrink::gausmix::0p95::1000::ridge","static_shrink::gausmix::0p95::1000::ridge::exal::vb","/home/jaguir26/local/src/exdqlm__wt__dqlm-conjugacy-cavi-gibbs/results/function_testing_20260309_static_shrinkage_family_qspec/gausmix/tau_0p95/fit_input_subsample_tt1000_x01_sorted/validation_shrink_ridge_tt1000/tables/method_signoff_long.csv","/home/jaguir26/local/src/exdqlm__wt__dqlm-conjugacy-cavi-gibbs/results/function_testing_20260309_static_shrinkage_family_qspec/gausmix/tau_0p95/fit_input_subsample_tt1000_x01_sorted/validation_shrink_ridge_tt1000/fits/vb/vb_exal_tau_0p95_fit.rds"
"static_shrink","static_shrink","laplace","0p05",100,"rhs","al","vb","vb::al","root__static_shrink__laplace__tau_0p05__tt_100__rhs","static_shrink::laplace::0p05::100::rhs","static_shrink::laplace::0p05::100::rhs::al::vb","/home/jaguir26/local/src/exdqlm__wt__dqlm-conjugacy-cavi-gibbs/results/function_testing_20260309_static_shrinkage_family_qspec/laplace/tau_0p05/fit_input_subsample_tt100_x01_sorted/validation_shrink_rhs_tt100/tables/method_signoff_long.csv","/home/jaguir26/local/src/exdqlm__wt__dqlm-conjugacy-cavi-gibbs/results/function_testing_20260309_static_shrinkage_family_qspec/laplace/tau_0p05/fit_input_subsample_tt100_x01_sorted/validation_shrink_rhs_tt100/fits/vb/vb_al_tau_0p05_fit.rds"
"static_shrink","static_shrink","laplace","0p05",100,"rhs","exal","vb","vb::exal","root__static_shrink__laplace__tau_0p05__tt_100__rhs","static_shrink::laplace::0p05::100::rhs","static_shrink::laplace::0p05::100::rhs::exal::vb","/home/jaguir26/local/src/exdqlm__wt__dqlm-conjugacy-cavi-gibbs/results/function_testing_20260309_static_shrinkage_family_qspec/laplace/tau_0p05/fit_input_subsample_tt100_x01_sorted/validation_shrink_rhs_tt100/tables/method_signoff_long.csv","/home/jaguir26/local/src/exdqlm__wt__dqlm-conjugacy-cavi-gibbs/results/function_testing_20260309_static_shrinkage_family_qspec/laplace/tau_0p05/fit_input_subsample_tt100_x01_sorted/validation_shrink_rhs_tt100/fits/vb/vb_exal_tau_0p05_fit.rds"
"static_shrink","static_shrink","laplace","0p05",100,"ridge","al","vb","vb::al","root__static_shrink__laplace__tau_0p05__tt_100__ridge","static_shrink::laplace::0p05::100::ridge","static_shrink::laplace::0p05::100::ridge::al::vb","/home/jaguir26/local/src/exdqlm__wt__dqlm-conjugacy-cavi-gibbs/results/function_testing_20260309_static_shrinkage_family_qspec/laplace/tau_0p05/fit_input_subsample_tt100_x01_sorted/validation_shrink_ridge_tt100/tables/method_signoff_long.csv","/home/jaguir26/local/src/exdqlm__wt__dqlm-conjugacy-cavi-gibbs/results/function_testing_20260309_static_shrinkage_family_qspec/laplace/tau_0p05/fit_input_subsample_tt100_x01_sorted/validation_shrink_ridge_tt100/fits/vb/vb_al_tau_0p05_fit.rds"
"static_shrink","static_shrink","laplace","0p05",100,"ridge","exal","vb","vb::exal","root__static_shrink__laplace__tau_0p05__tt_100__ridge","static_shrink::laplace::0p05::100::ridge","static_shrink::laplace::0p05::100::ridge::exal::vb","/home/jaguir26/local/src/exdqlm__wt__dqlm-conjugacy-cavi-gibbs/results/function_testing_20260309_static_shrinkage_family_qspec/laplace/tau_0p05/fit_input_subsample_tt100_x01_sorted/validation_shrink_ridge_tt100/tables/method_signoff_long.csv","/home/jaguir26/local/src/exdqlm__wt__dqlm-conjugacy-cavi-gibbs/results/function_testing_20260309_static_shrinkage_family_qspec/laplace/tau_0p05/fit_input_subsample_tt100_x01_sorted/validation_shrink_ridge_tt100/fits/vb/vb_exal_tau_0p05_fit.rds"
"static_shrink","static_shrink","laplace","0p05",1000,"rhs","al","vb","vb::al","root__static_shrink__laplace__tau_0p05__tt_1000__rhs","static_shrink::laplace::0p05::1000::rhs","static_shrink::laplace::0p05::1000::rhs::al::vb","/home/jaguir26/local/src/exdqlm__wt__dqlm-conjugacy-cavi-gibbs/results/function_testing_20260309_static_shrinkage_family_qspec/laplace/tau_0p05/fit_input_subsample_tt1000_x01_sorted/validation_shrink_rhs_tt1000/tables/method_signoff_long.csv","/home/jaguir26/local/src/exdqlm__wt__dqlm-conjugacy-cavi-gibbs/results/function_testing_20260309_static_shrinkage_family_qspec/laplace/tau_0p05/fit_input_subsample_tt1000_x01_sorted/validation_shrink_rhs_tt1000/fits/vb/vb_al_tau_0p05_fit.rds"
"static_shrink","static_shrink","laplace","0p05",1000,"rhs","exal","vb","vb::exal","root__static_shrink__laplace__tau_0p05__tt_1000__rhs","static_shrink::laplace::0p05::1000::rhs","static_shrink::laplace::0p05::1000::rhs::exal::vb","/home/jaguir26/local/src/exdqlm__wt__dqlm-conjugacy-cavi-gibbs/results/function_testing_20260309_static_shrinkage_family_qspec/laplace/tau_0p05/fit_input_subsample_tt1000_x01_sorted/validation_shrink_rhs_tt1000/tables/method_signoff_long.csv","/home/jaguir26/local/src/exdqlm__wt__dqlm-conjugacy-cavi-gibbs/results/function_testing_20260309_static_shrinkage_family_qspec/laplace/tau_0p05/fit_input_subsample_tt1000_x01_sorted/validation_shrink_rhs_tt1000/fits/vb/vb_exal_tau_0p05_fit.rds"
"static_shrink","static_shrink","laplace","0p05",1000,"ridge","al","vb","vb::al","root__static_shrink__laplace__tau_0p05__tt_1000__ridge","static_shrink::laplace::0p05::1000::ridge","static_shrink::laplace::0p05::1000::ridge::al::vb","/home/jaguir26/local/src/exdqlm__wt__dqlm-conjugacy-cavi-gibbs/results/function_testing_20260309_static_shrinkage_family_qspec/laplace/tau_0p05/fit_input_subsample_tt1000_x01_sorted/validation_shrink_ridge_tt1000/tables/method_signoff_long.csv","/home/jaguir26/local/src/exdqlm__wt__dqlm-conjugacy-cavi-gibbs/results/function_testing_20260309_static_shrinkage_family_qspec/laplace/tau_0p05/fit_input_subsample_tt1000_x01_sorted/validation_shrink_ridge_tt1000/fits/vb/vb_al_tau_0p05_fit.rds"
"static_shrink","static_shrink","laplace","0p05",1000,"ridge","exal","vb","vb::exal","root__static_shrink__laplace__tau_0p05__tt_1000__ridge","static_shrink::laplace::0p05::1000::ridge","static_shrink::laplace::0p05::1000::ridge::exal::vb","/home/jaguir26/local/src/exdqlm__wt__dqlm-conjugacy-cavi-gibbs/results/function_testing_20260309_static_shrinkage_family_qspec/laplace/tau_0p05/fit_input_subsample_tt1000_x01_sorted/validation_shrink_ridge_tt1000/tables/method_signoff_long.csv","/home/jaguir26/local/src/exdqlm__wt__dqlm-conjugacy-cavi-gibbs/results/function_testing_20260309_static_shrinkage_family_qspec/laplace/tau_0p05/fit_input_subsample_tt1000_x01_sorted/validation_shrink_ridge_tt1000/fits/vb/vb_exal_tau_0p05_fit.rds"
"static_shrink","static_shrink","laplace","0p25",100,"rhs","al","vb","vb::al","root__static_shrink__laplace__tau_0p25__tt_100__rhs","static_shrink::laplace::0p25::100::rhs","static_shrink::laplace::0p25::100::rhs::al::vb","/home/jaguir26/local/src/exdqlm__wt__dqlm-conjugacy-cavi-gibbs/results/function_testing_20260309_static_shrinkage_family_qspec/laplace/tau_0p25/fit_input_subsample_tt100_x01_sorted/validation_shrink_rhs_tt100/tables/method_signoff_long.csv","/home/jaguir26/local/src/exdqlm__wt__dqlm-conjugacy-cavi-gibbs/results/function_testing_20260309_static_shrinkage_family_qspec/laplace/tau_0p25/fit_input_subsample_tt100_x01_sorted/validation_shrink_rhs_tt100/fits/vb/vb_al_tau_0p25_fit.rds"
"static_shrink","static_shrink","laplace","0p25",100,"rhs","exal","vb","vb::exal","root__static_shrink__laplace__tau_0p25__tt_100__rhs","static_shrink::laplace::0p25::100::rhs","static_shrink::laplace::0p25::100::rhs::exal::vb","/home/jaguir26/local/src/exdqlm__wt__dqlm-conjugacy-cavi-gibbs/results/function_testing_20260309_static_shrinkage_family_qspec/laplace/tau_0p25/fit_input_subsample_tt100_x01_sorted/validation_shrink_rhs_tt100/tables/method_signoff_long.csv","/home/jaguir26/local/src/exdqlm__wt__dqlm-conjugacy-cavi-gibbs/results/function_testing_20260309_static_shrinkage_family_qspec/laplace/tau_0p25/fit_input_subsample_tt100_x01_sorted/validation_shrink_rhs_tt100/fits/vb/vb_exal_tau_0p25_fit.rds"
"static_shrink","static_shrink","laplace","0p25",100,"ridge","al","vb","vb::al","root__static_shrink__laplace__tau_0p25__tt_100__ridge","static_shrink::laplace::0p25::100::ridge","static_shrink::laplace::0p25::100::ridge::al::vb","/home/jaguir26/local/src/exdqlm__wt__dqlm-conjugacy-cavi-gibbs/results/function_testing_20260309_static_shrinkage_family_qspec/laplace/tau_0p25/fit_input_subsample_tt100_x01_sorted/validation_shrink_ridge_tt100/tables/method_signoff_long.csv","/home/jaguir26/local/src/exdqlm__wt__dqlm-conjugacy-cavi-gibbs/results/function_testing_20260309_static_shrinkage_family_qspec/laplace/tau_0p25/fit_input_subsample_tt100_x01_sorted/validation_shrink_ridge_tt100/fits/vb/vb_al_tau_0p25_fit.rds"
"static_shrink","static_shrink","laplace","0p25",100,"ridge","exal","vb","vb::exal","root__static_shrink__laplace__tau_0p25__tt_100__ridge","static_shrink::laplace::0p25::100::ridge","static_shrink::laplace::0p25::100::ridge::exal::vb","/home/jaguir26/local/src/exdqlm__wt__dqlm-conjugacy-cavi-gibbs/results/function_testing_20260309_static_shrinkage_family_qspec/laplace/tau_0p25/fit_input_subsample_tt100_x01_sorted/validation_shrink_ridge_tt100/tables/method_signoff_long.csv","/home/jaguir26/local/src/exdqlm__wt__dqlm-conjugacy-cavi-gibbs/results/function_testing_20260309_static_shrinkage_family_qspec/laplace/tau_0p25/fit_input_subsample_tt100_x01_sorted/validation_shrink_ridge_tt100/fits/vb/vb_exal_tau_0p25_fit.rds"
"static_shrink","static_shrink","laplace","0p25",1000,"rhs","al","vb","vb::al","root__static_shrink__laplace__tau_0p25__tt_1000__rhs","static_shrink::laplace::0p25::1000::rhs","static_shrink::laplace::0p25::1000::rhs::al::vb","/home/jaguir26/local/src/exdqlm__wt__dqlm-conjugacy-cavi-gibbs/results/function_testing_20260309_static_shrinkage_family_qspec/laplace/tau_0p25/fit_input_subsample_tt1000_x01_sorted/validation_shrink_rhs_tt1000/tables/method_signoff_long.csv","/home/jaguir26/local/src/exdqlm__wt__dqlm-conjugacy-cavi-gibbs/results/function_testing_20260309_static_shrinkage_family_qspec/laplace/tau_0p25/fit_input_subsample_tt1000_x01_sorted/validation_shrink_rhs_tt1000/fits/vb/vb_al_tau_0p25_fit.rds"
"static_shrink","static_shrink","laplace","0p25",1000,"rhs","exal","vb","vb::exal","root__static_shrink__laplace__tau_0p25__tt_1000__rhs","static_shrink::laplace::0p25::1000::rhs","static_shrink::laplace::0p25::1000::rhs::exal::vb","/home/jaguir26/local/src/exdqlm__wt__dqlm-conjugacy-cavi-gibbs/results/function_testing_20260309_static_shrinkage_family_qspec/laplace/tau_0p25/fit_input_subsample_tt1000_x01_sorted/validation_shrink_rhs_tt1000/tables/method_signoff_long.csv","/home/jaguir26/local/src/exdqlm__wt__dqlm-conjugacy-cavi-gibbs/results/function_testing_20260309_static_shrinkage_family_qspec/laplace/tau_0p25/fit_input_subsample_tt1000_x01_sorted/validation_shrink_rhs_tt1000/fits/vb/vb_exal_tau_0p25_fit.rds"
